Label,Susan,Jeroen
"Transport van Westerbork naar Auschwitz-Birkenau, 23 januari 1943- 24 januari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 24 november 1942- 26 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 14 augustus 1942- 15 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 10 augustus 1942- 11 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau,14 september 1942- 16 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 11 september 1942- 12 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 21 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 16 november 1942-17 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 5 april 1944- 7 april 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 23 maart 1944- 25 maart 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 7 september 1944- 9 september 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 12 oktober 1942- 14 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 10 november 1942- 12 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 20 november 1942- 21 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 21 juli 1942- 22 juli 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 16 juli 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 14 september 1943- 16 september 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 16 oktober 1942- 18 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 29 januari 1943- 31 januari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 30 november 1942- 2 december 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 4 december 1942- 6 december 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 2 februari 1943- 4 februari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 21 augustus 1942- 22 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 9 februari 1943- 11 februari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 17 augustus 1942- 18 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 25 september 1942- 26 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 18 september 1942- 20 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 23 oktober 1942- 25 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 19 oktober 1942- 21 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 3 maart 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 12 december 1942- 14 december 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 8 december 1942- 10 december 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 3 september 1944- 5 september 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 19 mei 1944- 21 mei 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 27 juli 1942- 28 juli 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 24 juli 1942- 25 juli 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 7 augustus 1942- 8 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 25 januari 1944- 27 januari 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 16 februari 1943- 18 februari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 28 augustus 1942- 30 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 23 februari 1943- 25 februari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 24 augustus 1942- 25 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 2 oktober 1942- 3 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 28 september 1942- 30 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 30 oktober 1942- 1 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 26 oktober 1942- 27 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau,18 januari 1943- 20 januari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 11 januari 1943- 13 januari 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 3 augustus1942- 4 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 31 juli 1942- 1 augustus 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 7 september 1942- 8 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 16 november 1943- 17 november 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 8 februari 1944- 10 februari 1944",,
"Transport van Westerbork naar Auschwitz-Birkenau, 4 september 1942- 5 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 31 augustus 1942- 1 september 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 9 oktober 1942- 11 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 5 oktober 1942- 7 oktober 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 6 november 1942- 7 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 15 juli 1942- 17 juli 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 31 augustus 1943- 2 september 1943",,
"Transport van Westerbork naar Auschwitz-Birkenau, 2 november 1942- 4 november 1942",,
"Transport van Westerbork naar Auschwitz-Birkenau, 24 augustus 1943- 26 augustus 1943",,
NIWIN',,
NIWIN,,
Bosniakken,,
Helpers,,
Helfer,,
Payments,,
Zahlungen,,
Betalingsverkeer,,
Nationaal Comité,,
Nationaal Comité',,
Artillery,,
Artillerie,artillerie,
Centraal Distributiekantoor,,
"Transport XXIV/6 van Westerbork naar Theresienstadt, 31 juli 1944- 2 augustus 1944",,
"Transport XXIV/6 Ez van Amsterdam naar Theresienstadt, 31 juli 1944- 2 augustus 1944",,
"Transport XXIV/1 Ez van Amsterdam naar Theresienstadt, 25 mei 1943- 27 mei 1943",,
"Transport XXIV/4 van Westerbork naar Theresienstadt, 25 februari 1944- 26 februari 1944",,
"Transport XXIV/7 van Westerbork naar Theresienstadt, 4 september 1944- 6 september 1944",,
"Transport XXIV/5 van Westerbork naar Theresienstadt, 5 april 1944- 7 april 1944",,
"Transport XXIV/2 van Westerbork naar Theresienstadt, 18 januari 1944- 20 januari 1944",,
The Dutch Bank,,
De Nederlandsche Bank,,
Die Niederländische Bank AG,,
Koreanen,,
Zuilen,,
Kolonne,,
Columns,,
Plaquettes,,
Plaques,,
Plaketten,,
Oostenrijkers,,
Sinterklaas,,
Sankt Nikolaus,,
St. Nicholas,,
Persberichten,,
Pressebericht,,
Press releases,,
Internationaler Strafgerichtshof für Ruanda,,
International Criminal Tribunal for Rwanda,,
Ethnische Säuberung,,
Etnische zuiveringen,ethnische zuiveringen,
Ethnic cleansing,,
Herero,,
Gacaca courts,,
Gacaca,,
Armenians,,
Armeniërs,,
Armenier,,
Illegaliteit,,
Widerstandsbewegung,,
Resistance,,
Markets,,
Märkte,,
Markten,,
Stock trading,,
Effektenmakler,,
Effectenhandel,,
Ruimtevaart,,
Space travel,,
Raumfahrt,,
Geschäftsorganisationen,,
Sectoral organisation,,
Bedrijfsorganisaties,,
Bankruptcy,,
Bankrott,,
Faillissementen,,
Horeca,,
Korporationen,,
Cooperations,,
Coöperaties,,
April-Mai-Streik,,
April-meistakingen,,April-meistakingen
April-May strikes,,
Ausgangssperre,,
Avondklok,,Avondklok
Curfew,,
Invoering van Spertijd,,Invoering van Spertijd
Einführung der Ausgangssperre,,
Introduction of curfew,,
Curfews,,
Uitgaansverboden,,Uitgaansverboden
Ausgangssperre,,
Kamp Sint-Michielsgestel,,
Camp Sint-Michielsgestel,,
Kamp Sint-Michielsgestel',,
Englandspiel,,Englandspiel
Beer Hall Putsch remembrance,,
9. November Gedenkfeiern,,
9 November Vieringen,,
Mein Kampf',,
Nazi-Publikationen,,
Nazipublicaties,,
Nazi publications,,
Royal Netherlands Army,,
Koninklijke Landmacht,,
Tarnung,,
Vermommingen,,
Disguises,,
Fremdenfeindlichkeit,,
Vreemdelingenhaat,,Vreemdelingenhaat
Xenophobia,,
Amsterdams Studenten Corps,,
Amsterdams Studenten Corps',,
Anti-Fascistisch Studenten Comité,,
Nacht und Nebel,,
Slovenen,,
Ohrbeck,,
Alpenrose,,
Nordmark',,
Nordmark,,
Grossbeeren,,
Hückelhoven',,
Hückelhoven,,
De Kippe,,
Drachensee',,
Drachensee,,
Spergau,,
Schafstädt,,
Sanssouci,,
Sanssouci',,
Salaspils',,
Salaspils,,
Zöschen,,
Wassenberg',,
Wassenberg,,
Verwoesting van het Carlton Hotel',,
Verwoesting van het Carlton Hotel,,Verwoesting
Destruction of the Carlton Hotel,,
Liedbündel,,
Hymnal,,
Zangbundels,,
Genietroepen,genietroepen,Genietroepen
Engineers corps,,
Pioniertruppen,,
League of Nations,,
Volkenbond,,
Völkerbund,,
Westerhelling,,
Oprichting NSB,,
De Zeven Provinciën,,
Zeven Provinciën,,
Manhattan Project,,
Manhattan-Projekt,,
Durchsuchung,,
Search and seizure,,
Huiszoekingen,,Huiszoekingen
Pladjoe,,
Pithiviers,,
Janowska,,
Saint-Cyprien,,
Saint Cyprien,,
Unter den Eichen,,
Columbia,,
Ochtumsand,,
Soldau,,
Osthofen,,
Ankenbuck,,
Nohra,,
Hammerstein,,
Libau,,
Liepāja,,
Rab,,
Syrets,,
Gandersheim,,
Königstein,,
Damigny,,
Hassenberg,,
Glückstadt,,
Płaszów,,
Plaszów,,
Vapniarka,,
Ahrensbök-Holstendorf,,
Kislau,,
Jasenovac,,
Lichtenburg,,
Uckermark,,
Bielawa,,
Langenbielau,,
Le Vernet,,
Camp Vernet,,
Breitenau,,
Mühldorf,,
Risiera di San Sabba,,
Stutthof,,
Hodonín,,
Hodonin,,
Stara Gradiška,,
Kemna,,
Gutenbrunn,,
Szmalcówka,,
Senftenberg,,
Grini,,
Bobruisk,,
Babruysk,,
Langlütjen II,,
Muselmann,,
Muzelmannen,,
Muselmänner,,
Oranienburg,,
Jastrebarsko,,
Philips-Kommando',,
Philips-Kommando,,
Vechta,,
Mißler,,
Fossoli di Carpi,,
Fossoli,,
Remscheid-Lüttringhausen,,
Sachsenburg,,
Vaivara,,
Sajmište,,
Semlin,,
Balki,,
Weisswasser,,
Brauweiler,,
Oberer Kuhberg,,
Niederhagen,,
Sankt Georgen,,
St. Georgen,,
Birkenheim,,
Neustadt-Glewe,,
Sonnenburg,,
Gross-Rosen,,
Achmetsjetka,,
Pustków,,
Wittmoor,,
Neusustrum,,
Quednau,,
Heuberg,,
Kuhlen,,
Leschwitz,,
Đakovo,,
Djakovo,,
Eutin,,
Gotteszell,,
Gurs,,
Lety,,
Moringen,,
Pasen,,
Ostern,,
Easter,,
Spanjaarden,,
Immigration,,
Immigratie,,
Einwanderung,,
Dissidents,,
Dissidenten,,
National Council of the Resistance,,
Conseil National de la Résistance,,
Groote Advies-Commissie der Illegaliteit,,
Groote Advies-Commissie der Illegaliteit',,
Contact-Commissie der Illegaliteit,,
Contact-Commissie der Illegaliteit',,
Onafhankelijkheidsfront,,
Front de l'Indépendance,,
Rama,,
Lengkong,,
Kawarasan,,
Tandjoeng Morawa,,
Tandjoengmorawa,,
Padanghalaban,,
Padanghalaban/Panigoran,,
Sempoer,,
Bloemenkamp',,
Bloemenkamp,,
Missiestatie Ndona,,
Kedoengbadak,,
Galoehan,,
Benteng Tinggi,,
Boekit Besar,,
Kampong Baroe,,
Kenongo,,
Malino,,
Poentjak Sekoening,,
Kesilir,,
Lingkas,,
Tjiboenoet,,
Pangkalpinang,,
Malinau,,
Poelaubrajan,,
Santo Tomas,,
Gedangan,,
Marinekampement,,
Marine Feldlager,,
Navil encampment,,
Keudah,,
Boeboetan,,
Koeta Alam,,
STOVIL,,
Boekit Doeri Prison,,
Boekit Doeri-gevangenis',,
Boekit Doeri-gevangenis,,
Goedang Garam,,
Ziekenzorg,,
Ziekenzorg',,
Longhua Camp,,
Longhua,,
Stanley,,
Soemowono,,
Pledang-gevangenis,,
Pledang-gevangenis',,
Pledang Prison,,
Belalau,,
Bolong,,
Kebon Baroe,,
Serdangkwartier',,
Serdangkwartier,,
Aek Pamienke,,
Bendoredjo,,
Daoen Loemboeng,,
Tanahtinggi,,
Sompok Lama,,
Burgermannenkampen,burgermannenkampen,
Burgermannenkampen',,
Padangpandjang,,
Landing crafts,,
Landingsvaartuigen,,Landingsvaartuigen
Landungsfahrzeug,,
Minenleger,,
Minelayer,,
Mijnenleggers,mijnenleggers,Mijnenleggers
Kanonneerboten,kanonneerboten,Kanonneerboten
Gun-boats,,
Kanonenboot,,
International Military Tribunal for the Far East,,
Tokioter Prozesse,,
Bismarck,,
Australiërs,,
Zeugnisse,,
Testimonies,,
Getuigenissen,,
Walen,,
Belgian Royal Question,,
Koningskwestie,,
Question royale',,
Königshäuser,,
Monarchy,,
Koningshuizen,,
Book burnings,,
Boekverbrandingen,,Boekverbrandingen
Bücherverbrennung,,
Raad Van Verzet Utrecht',,
Eichmann-Prozess,,
Eichmann-proces,,
Eichmann Trial,,
Anti-Comintern Pact,,
Antikominternpakt,,
Anti-Kominternpact,,
Venereal diseases,,
Geschlechtskrankheit,,
Geslachtsziekten,,
Rieucros,,
Soldatensender West,,
Duitsers,,
Fransen,,
Japanners,,
Annual reports,,
Jaarverslagen,,
Jahresberichte,,
Adreslijsten,,
List of addresses,,
Adresslisten,,
Dokumentarfilme,,
Documentaires,,
Documentaries,,
Grabschändung,,
Grave desecration,,
Grafschennis,,
Bioscoopjournaals,,
Newsreel,,
Wochenschau,,
"Transport van Westerbork naar Buchenwald, 1 februari 1944",,
"Transport van Westerbork naar Buchenwald, 14 juli 1944- 15 juli 1944",,
"Transport van Westerbork naar Buchenwald, 5 april 1944",,
Military communications,,
Verbindungsdienste,,
Verbindingsdiensten,,
Bletchley Park,,
Babyn Jar,,
Babi Jar,,
Babi Yar,,
Grieken,,
Vorschriftenblätter,,
Verordeningenbladen',,
Verordeningenbladen,,
Russen,,
Jezuïeten,,
Mordparteien,,
Massacres,,
Moordpartijen,moordpartijen,
Independence Day,,
Unabhängigkeitstag,,
4 Juli Vieringen,,
Erster Mai,,
1 Mei Vieringen,,
International Workers' Day,,
14 Juli Vieringen,,
Bastille Day,,
Französische Nationalfeiertag,,
Oostpolitiek,,
Master Plan for the East,,
Diseases,,
Ziekten,,
Krankheiten,,
Ammendorf,,
Heinkel-Werke Oranienburg,,
Nietleben,,
Espenhain,,
Mascherode,,
Emmerstedt,,
Kinzig,,
Miltitz-Roitzschen,,
Pfaffenwald,,
Café Laurenroth en Berentz,,
Café Laurenroth und Berentz,,
Café Laurenroth and Berentz,,
Spanischer Bürgerkrieg,,
Spaanse Burgeroorlog,spaanse burgeroorlog,
Spanish Civil War,,
Planned economy,,
Zentralverwaltungswirtschaft,,
Planeconomie,,
"Transport van Westerbork naar Bergen-Belsen, 11 januari 1944",,
"Transport van Westerbork naar Bergen-Belsen, Camp, 1 februari 1944",,
"Transport van Westerbork naar Bergen-Belsen, 5 april 1944- 6 april 1944",,
"Transport van Westerbork naar Bergen-Belsen, 14 september 1943- 15 september 1943",,
"Transport van Westerbork naar Bergen-Belsen, 13 september 1944",,
"Transport van Westerbork naar Bergen-Belsen, 31 juli 1944",,
"Transport van Westerbork naar Bergen-Belsen, 15 februari 1944- 16 februari 1944",,
"Transport van Westerbork naar Bergen-Belsen, 19 april 1944- 20 april 1944",,
"Transport van Westerbork naar Bergen-Belsen, 15 maart 1944",,
Berbers,,
Rorpedieren,,
Torpederingen,torpederingen,Torpederingen
Torpedoed,,
Jewish Agency for Palestine,,
Bricha,,
Jewish labour village Nieuwesluis,,
Joods werkdorp Nieuwesluis,,
Jüdisches Arbeitsdorf Nieuwesluis,,
Yishuv,,
Palästina-Pioniere,,
Palestina Pioniers,,
Palestine Pioneers,,
Oekraïners,,
Reiseberichte,,
Travel reports,,
Reisverslagen,,
"Transport van Rotterdam naar Westerbork, 2 augustus 1942",,
"Transport van Westerbork naar Ravensbrück, 29 maart 1944",,
"Transport van Westerbork naar Ravensbrück, 5 april 1944",,
"Transport van Amsterdam naar Westerbork, 16 juli 1942",,
"Transport van Westerbork naar Ravensbrück, 5 april 1944 -7 april 1944",,
"Transport van Rotterdam naar Westerbork, 9 oktober 1942",,
"Transport van Amsterdam naar Westerbork, 15 juli 1942",,
"Transport van Rotterdam naar Westerbork, 4 oktober 1942",,
"Transport van Westerbork naar Ravensbrück, 23 juni 1944",,
Vittel,,
Tunesiërs,,
Argentijnen,,
Filippino's,,
Gedenkboeken,,
Gedenkbücher,,
Commemorative books,,
Brothel,,
Bordell,,
Bordelen,,
Algerijnen,,
Libiërs,,
Dachauprocessen,,
Dachau trials,,
Dachauer Prozesse,,
Kongressberichte,,
Conference report,,
Congresverslagen,,
Riom Trial,,
Prozess von Riom,,
Proces van Riom,,
Armeense Christenen,,
Flaggenverbot,,
Flag ban,,
Vlagverbod,,
Berufsverbote,,
Battle of El Alamein,,
Schlacht von El Alamein,,
Slag om El Alamein,,
Kalmukken,,
Tsjechoslowaken,,
Kamp Jodensavanne',,
Kamp Jodensavanne,,
Recklinghausen-Hillerheide,,
Ruchard,,
Kamp Onrust',,
Camp 'Onrust',,
Kamp Onrust,,
Regierung publikationen,,
Government publications,,
Overheidspublicaties,,
Artsenproces,,
Archiefinventarissen,,
Archivbestände,,
Archive inventories,,
Esten,,
Fotoboeken,,
Photo albums,,
Fotobücher,,
Introduction of Jewish badges,,
Verplichtingstelling van Jodenster,,
Einführung Judenstern,,
Hamburg Ravensbrück trials,,
Ravensbrück-proces,,
Ravensbrück Prozesse,,
July Putsch,,
Juliputsch,,
Majdanek trials,,
Majdanek Prozesse,,
Majdanekproces,,
International Criminal Tribunal for the former Yugoslavia,,
Internationaler Strafgerichtshof für das ehemalige Jugoslawien,,
Personal Event,,
Perönliche Vorfälle,,
Persoonlijke gebeurtenissen,,
Bailey bridge,,
Baileybrug,,
Bailey-Brücke,,
Polnischer Korridor,,
Polish Corridor,,
Poolse Corridor,,
Albanezen,,
Maltezers,,
Letten,,
Assyrische Christenen,,
Centraal Afwikkelingsbureau Duitse Schade-Uitkeringen,,
Centraal Afwikkelingsbureau Duitse Schade-Uitkeringen',,
Workuta,,
Petsjora,,
Karaganda,,
Kolyma,,
Karangpandan,,
Bosniërs,,
Senegalezen,,
Bergen-Belsenproces,,
Cambodjatribunaal,,
Abessijnen,,
Macedoniërs,,
Luxemburgers,,
Zuidafrikanen,,
Antillianen,,
Kaukasiërs,,
Turken,,
Litouwers,,
Wolgatataren,,
Koerden,,
Tutsi,,
Surinamers,,
Mexicanen,,
Marokkanen,,
Egyptenaren,,
Brazilianen,,
Vietnamezen,,
Eritreërs,,
Ieren,,
Turkestanen,,
Front Patriotique Rwandais,,
Hutu,,
Serviërs,,
Enzyklopädien,,
Encyclopedias,,
Encyclopedieën,,
Naslagwerken,,
Reference works,,
Nachschlagewerke,,
Vergelijkende studies,,
Comparative studies,,
Vergleichende Forschung,,
Billiton camp,,
Billitonkamp',,
Billitonkamp,,
Soemobito,,
Stalag II-H,,
Stalag V-A,,
Kletjo,,
Stalag 325 Zamosch,,
Récébédou,,
Affected,,
Getroffen,getroffen,Getroffen
Vrijgelaten,,Vrijgelaten
Released,,
Fought,,
Gevochten,gevochten,Gevochten
Gevangen,gevangen,Gevangen
Taken into Custody,,
Gerecruteerd,,Gerecruteerd
recruited,,
Arrested,,
Opgepakt,opgepakt,Opgepakt
Betrayed,,
Verraden,verraden,Verraden
Escaped,,
Gevlucht,gevlucht,Gevlucht
Gestorven,gestorven,
Died,,
interned,,
Geïnterneerd,geinterneerd,Geïnterneerd
Arrested,,
Gearresteerd,gearresteerd,Gearresteerd
Executed,,
Geëxecuteerd,geexecuteerd,Geëxecuteerd
Lid geworden,,
Became Member,,
Gedecoreerd,,
Decorated,,
Born,,
Geboren,,
Getransporteerd,getransporteerd,Getransporteerd
Transported,,
Ondergedoken,ondergedoken,Ondergedoken
Submerged,,
Geland,,Geland
Dropped,,
Liberated,,
Bevrijd,,Bevrijd
Gepleegd,,Gepleegd
Commited,,
Begraven,,
